,Product,Price,Image,Link,Reviews,Stars,Discount,Tikinow,Badge under price,Installment,gift
24,Máy In Laser Đa Năng Brother MFC-L2701D - Hàng chính hãng,5.700.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/b/i/big_132350_may-in-laser-da-chuc-nang-brother-mfc-l2701d.jpg,https://tka.tiki.vn/pixel?data=djAwMV9jTFBht0VGbM7AXGYdjuxcYdvXgfz0IscHXxa-eLgp_2u5t7pdeNuTB9NWErIx9SY9yqDTrdVp6Pb-ziiEiiFbsxbnZa61nIEAb5DpLmSbMTabLYMt8q5GaBR7QYd9dru7l5AEJcSSwAVSjCqzkyc1_3GOoWpQ8Nh0TQlWJP3QE9SAW7ICAWk43aarLPd48wXqJG1tJD-H82VUyOQ6jprxds_YbW5togVxT1UuWrz7m9N2LyQYsuTONFLGq27-8NPAz4Yt8aPqJhELVQlXq-PjaX1N9rTFNU2SGEZvyrfczYndR4nG9GDEUP1HfhIwDkzpFZ1PtI28BwEfES2gAgwahw-rGjTUNBYAL8C3zFXWMPkZwj0QnIoXvkVOc4UFh4v7OGiGsZLruogG3gLHGeimlIodg-Z4O9ioSa4oq1XLG9ku3Ud25rHi5kzPtLSfUKRf_KgEKvQU3Nlt_zWo4eaG92hozZKYkV9BDcoFiqjTxEKA69qcseZrPsiWgO7tK5OhMaHFi795SeXzkpEyoxPE7RvkeVPDezSqejjTF236unNzlyg6K33VNY-gwDsb_xj_DmFxjHIQoDUbjha5LIKtXrBorc8gUTpc26GkK7zli1iJUTOzwU95-E9jYfcPbh0Ldd2UWw-6QZZLNoyegdyqT_UHE83lTGvn3VsEPDxrQhi34XDxsmqNMu-GyaNNvQ66m2kSjtVvIxrG2j4OE1Kmk9yZKfC4Ny_LU7AMSm05pNtmiceMDA31lWzTLOjwu4c2R7RioTjrq8SAv1SsOzMMYDZFvcz23ilP4jjrTxOmusBrFwup359ghjPRlmblZoIcrFs0W9Euyye5iRScamztYNLo10sA_9hmJp-80e4tvfFMlTwFvA_awxx61m2qfjn2O54K5xB0XLoNbMBVqJZVjgSLF-msefmP2F5zlnvb_zCv7m6pWUWsQzHFP8rftl3B5BX2U9jeqmnQ1Bmzfa_3EhIJy5beJhkBom15FgrOyQwDrjNQTRsVJQZJNeu2DaaJPbEAHyW3XCMQ_rs-R6Uil1DNTlz7IePtAeSYvABm-mGWUigFI-hfN9H34h_Clm9N6-qZZ-rZ6EU0vulmzWN5jGv5GxS6qqiKLYaDOQfgZnQ7r2LwQbksVApDEcEhdZczEG9gRZoTcVSUdaWcZAtRDYPTogx-WT4RaFSvN5COIuk0DyqE1DpE1DgJdx9JpIW7e76QshxJZpH9itojktlCf7byPmZMMRav5NXpKCJhNO55ohnwijKKEcEi&CLICK&reqid=OszOXv73fm&pos=25&redirect=https%3A%2F%2Ftiki.vn%2Fmay-in-laser-da-nang-brother-mfc-l2701d-hang-chinh-hang-p459248.html%3Fspid%3D71092132%26src%3Dss-ads,Not available,Not available,No,Yes,No,Yes,No
25,USB Kingston DataTraveler SWIVL 32GB Chính hãng,95.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/8b/ee/75/7240e884cc4da537a92778914881dec9.jpg,https://tiki.vn/usb-kingston-datatraveler-swivl-32gb-chinh-hang-p10683512.html?src=ss-organic,31,4.8,-52%,Yes,Yes,No,No
26,Ổ Cứng gắn trong SSD Samsung 870 EVO 2.5 inch sata III - Hàng Nhập Khẩu,1.089.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/6e/0e/67/84a9f89e3284a6aad6d6cb205ec41857.jpg,https://tiki.vn/o-cung-gan-trong-ssd-samsung-870-evo-2-5-inch-sata-iii-hang-nhap-khau-p76283023.html?src=ss-organic,32,5.0,-40%,Yes,Yes,No,No
27,TOTOLINK - A720R - Router băng tần kép AC1200 - Hàng chính hãng,329.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/e9/c5/c0/0bcca7b5f12770f4a356ee46bb078337.png,https://tiki.vn/totolink-a720r-router-bang-tan-kep-ac1200-hang-chinh-hang-p66930382.html?src=ss-organic,15,4.7,-18%,Yes,Yes,No,No
28,"Ổ Cứng Di Động HDD Seagate Backup Plus Slim 2TB 2.5"" USB 3.0 (2019) - Hàng Chính Hãng",2.480.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/fb/7a/68/2e23ea734abd1c2dd690e8072092bd9e.jpg,https://tka.tiki.vn/pixel?data=djAwMb0_wTSOeH30owuLxSgoP_BDDtMyf130hxVJSk_brYj_N1OfNHH-nOAAqUFs3CQMXOULNsV7aHCo7eoy2PUtHNQBYOFNN2GAotIvV7pYb6H1H_UZvhyZdj6gMyBFCl480eGbLNETBahhnJmy9UdoJBrBnFC3AcWiEocm4hiiwWuilBp6iJqMpt9LyHADrABXk7hqfO3O1w9ioMDOQoYjEDXspIxZgwxTo1iN4ZC70E-JY-_buoACoo_PHWo6CMtHTvYNvcVKVDBgQ590BDckIvcz-nmWjhbwz3R3fYQlPlWXLpzHoPMCwhPjzdj4D5LNjyutGTTC8qkHaovHI-Nc8Gl9mObJVtmZ5awm0r_LuoR7Atm_835ESLrq9BzisFUuAVcb0cxOZC0IjoVi433J3v_M6AXdKMtkAtB7mabfX0jV3Zf6b8oaom003zdS10GK-S3J_mMaK0vgdQSMcG--xdU9ZbmmoHEEwLYbeOZjdTQrzu8O379pfhtVfXw53Qp-ekZixzoWNIL39pExCyMR1NHE8MMvxH0iz08Aw8_xZqaC7pAsjr74b3VtUTngBzqPzwrEIERIsk-A0HzIlc-7mC7S5lEsYY6mcdMCtMQENPVbqEx7TksPKIdmFB1ErBW4z3E5jXf75zv4QCY1HJJ5LFjVunQGbZZQ3GhDIUGyH0wv4RwRKIa7-d9RI0M9SxnsFDDSGhsJe5CBOhmn6G_2KlHshnCt5P58Ib06sbKKH-3S1kfEIcxhx60ZEXaT-jZpQ1Zrp8sPIzt6lFldoJ1WNDk68s8Jx8p9FS-NI6SZLsst5zB-lOjQodCVWGa9G3dc9xpFVw_NGxiYF7qmrE4O_gH9GR-oXONgNc1aBwLDLWZz_Z4h8trSCUensCg7KRNT8yBYtaVekfEUxE6YDU0dZqOkKtCJdlbSIkq6ysieBM3wNLs8o8mhYbLDrG68EWEXMjhZIt_DZasvyS0baEPu0rh1gecnyAgOo14D1NXSqnniC7tV0qfYurOcZ0PisogsQjX50QdU9k47Bs6WIcChIaJzzB_jmQ76h63fWHVfnmVHlv3Zvbyx5nxToHIgBC2EoUyutCUHv9PGyEdryRGWWGxV20Do-p54shPn5ntui1gU1yGDgd6dyKJR0V7RlrbA_rrQUxr1x72iwXgVevc0Ai9dKKOunx7T7hAAE3Am8_Y8qB8lor_cdsl5XfsUuX-f9aYShYVsm0h97VNIfzTCGTG5-MvJ1pkbaHoIf29FqTmyR-XuuVJIrvFYOX0Vn5Y8X5aw_7cy2fJvmi0&CLICK&reqid=OszOXv73fm&pos=29&redirect=https%3A%2F%2Ftiki.vn%2Fo-cung-di-dong-hdd-seagate-backup-plus-slim-2tb-2-5-usb-3-0-2019-hang-chinh-hang-p14033612.html%3Fspid%3D14033616%26src%3Dss-ads,15,5.0,-14%,Yes,Yes,No,No
29,Laptop Dell Inspiron 3505 Y1N1T1 (AMD R3-3250U/ 8GB/ 256GB SSD/ 15.6 FHD/ Win10) - Hàng Chính Hãng,11.189.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/24/f4/a6/c9a964e02a4bcfb004b9d4406dc6a801.jpg,https://tiki.vn/laptop-dell-inspiron-3505-y1n1t1-amd-r3-3250u-8gb-256gb-ssd-15-6-fhd-win10-hang-chinh-hang-p73831102.html?src=ss-organic,12,5.0,-7%,Yes,No,Yes,No
30,Màn hình máy tính Dell UltraSharp U2720Q ( 4K/ USB-C/ IPS/ 60Hz/ 5ms ) - Hàng Chính Hãng,12.350.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/de/15/a6/fd23d95be7201471143e0bd2d99de4f1.jpg,https://tiki.vn/man-hinh-dell-ultrasharp-u2720q-4k-usb-c-4k-ips-60hz-5ms-hang-chinh-hang-p53562788.html?src=ss-organic,5,4.5,-12%,Yes,Yes,Yes,No
31,Màn Hình Dell P2419H 24inch FullHD 8ms 60Hz IPS - Hàng Chính Hãng,4.190.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/13/fd/55/834dcbd1999b1c67dacb33d44f223576.jpg,https://tiki.vn/man-hinh-dell-p2419h-24inch-fullhd-8ms-60hz-ips-hang-chinh-hang-p4210927.html?src=ss-organic,237,4.7,-2%,Yes,No,Yes,No
32,Máy In Laser Đa Năng Brother MFC-L2701DW - Hàng Chính Hãng,6.400.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/_/1.u4939.d20170803.t112040.342001.jpg,https://tka.tiki.vn/pixel?data=djAwMXQsLltZYN8D0cmpw-YC3FKWpPH0Chtl7nkkGHyqyG4CPhCMT4AI6ssTjtFB3JJvEZM2G9xoJUZGwNs7Lh5aOzaujZGlzZhv4dwNIX15z1PY1t6NaKnzYcpsyaD5WLLxMvoX8KYU6IsOFh0vV6n4xjLtAww4dv1DshLkFalTCObH3SCqP5dyfiWQbRBt0Tjk9jzkW9hVPasv6Vd7EmDcpQ5S-IH-Ye_dlCJ3UnJAo5xmTqeZse9qOZR9zbPFfXwUXm4IpbM8fa_NLTc2VTixUhTrgvtVnkwCSOaD-E-3qOuQ1GBKU7FpFqjv_k9Az_85hCBBABUl3JzMsKHwjH86XzvAkomQRy5KysDvosK9tIFTgj--5jIYGPALg37vB--ezP3Hd2aUlaGiwMELZ01UjuNCaVf_z2K7CfcVrLb1229uRGFb5bWO6KBBuEjPMiFhLt0NJ6KtpHlV7tml4ZtdTINVaPmETNw-Q8tm5fv0vJrkHUKUByXh3dWTOpmc9xPyg8ZDitEUAZbeYLIJbF9mv9oGAeT285YYG5nctJJiv3_CiZUG3Xbdy1Hmy-NfAq0VSCG2UrGF--WnE9ZBsn8u99o5YyjRXn_gf8MFyreQD-jewVecnB5YuAUjsy3ixyhjFDtpGtBu-zFq2ZckZt8Z_LqS9zHrau7sf2dHhtANkBv5Ccin8Sl-lokOTW_MsdBFOV0D8x3_G58RSCXUINesWuSWQ1ApKUlHjIkGxyfgLZFKjgUOqXHanHiC0iHaoh1qaZhyICGkXEWVZdxXd9bAkcxyGWpxdtnn6fLJLVp-I81oTsKXb47DRFB2dt-Ri_lOnqdbzx9BS1VueysXdiQyaeCtzH1ZiDDzMDK3SolUFQxez3SWz4DM5mM8OJYKQhPsHASFkAjs0F-z8Oqdti2v7RVtpGhguElVTbjZKQP5VDWGgoBPfiXz58EgmcXUcK8oof4slFGlLn543p-xZk-HbZ5zz4g3HOrM7_JvWKsj0tfapOAoLsYMdpONbO9kk8YwraqhWgrUOA27UQ6fME0WkNFNG0vt_gIAHc9UUpduhKq6LAEeQ3gNeBDyBuu73_2Zdu39TKcPsz2BkWsWWMUqZQwVx0wE9FZq-8VrerNLMUq-53oOmszTImmcJykPbu4QFETeDzH7_4PGWhqhvCGpxWiHsQfhPMKj-zl2C6xEfWoo44FPl5pu307iwTrsAMElLldXsCCIBjRuiMVocUVg8a-QKiWUON1tRFlhGXdQpot2yZf7nE3oMw&CLICK&reqid=OszOXv73fm&pos=33&redirect=https%3A%2F%2Ftiki.vn%2Fmay-in-laser-da-nang-brother-mfc-l2701dw-hang-chinh-hang-p764581.html%3Fspid%3D71092296%26src%3Dss-ads,3,4.3,No,Yes,No,Yes,No
33,USB Kingston DT100G3 - 64GB - USB 3.0 - Hàng Chính Hãng,163.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/6/4/64_1.jpg,https://tiki.vn/usb-kingston-dt100g3-64gb-usb-3-0-hang-chinh-hang-p405252.html?src=ss-organic,689,4.5,-78%,Yes,Yes,No,No
34,Màn Hình Máy Tính Dell U2421HE USB-C 23.8 inch Full HD (1920x1080) 5ms 60Hz IPS Tích Hợp Cổng RJ45 - Hàng Chính Hãng,5.525.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/6c/f8/c1/881845087103f53ca51e69413d12ea99.jpg,https://tiki.vn/man-hinh-may-tinh-dell-u2421he-usb-c-23-8-inch-full-hd-1920x1080-5ms-60hz-ips-tich-hop-cong-rj45-hang-chinh-hang-p72521998.html?src=ss-organic,21,4.3,-14%,Yes,Yes,Yes,No
35,Bàn Phím Có Dây Logitech K120 - Hàng Chính Hãng,135.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/01/c9/b9/4c92a02dbf8def20c13076cbf2d1c28f.jpg,https://tiki.vn/ban-phim-co-day-logitech-k120-hang-chinh-hang-p359484.html?src=ss-organic,760,4.7,-35%,Yes,Yes,No,No
36,Máy chiếu Vankyo Performance V630 Full HD 1080p - Hàng Chính Hãng,6.990.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/d5/ac/de/779fb242518c79bf6c20a3a819ba1f92.jpg,https://tka.tiki.vn/pixel?data=djAwMcNC7amfMKJt36aylGwSWNt7-TsCYd-xoaXebxv4LLw1Qx_NLZmjAQFKEGotDJxCUXFtWqv7QLiMd5P_xKJYHGKL6HxAVop_sO75SO6RLD-UBAicSTfArdrkmyVobzonG8UZpeSAi2Qja30FsHGeudkKMu73g8y3IoFHZSR-VHGPC5aeZy3KtkfFpyi8TWG4OBz8EuDdv1M9bj8poPgViJIXzMbb-4Y9r2dUERigkHk6c6ODrg-L7RpIyvUe-Eug74W5ovKy09LCkTL30f7WAK_eK0e3eJxcFqZm2pYFaKduqpL4gna4lH6OVX0vtSERlPc3p_A0kSSCvV662qPnh0hRSCbcbpBLyHzlyUoNyPN5cqVIJX9GzOW6Cc1IqJjwbW27GNAKgpJMK0GFDJoUTbMz8PXA0wwbTBUaKNJGvgd2iK9YefdwHIVmzrvbVWvC7nZ16N77HEWSrpqQduLAafwioVJtpQVp04tnlkf9SlwtBQ90-7xMzQ4dFJd6zlTCptcXpG_1OjGcZ-AhSlnALXDmFCr2__DHM_EYJ_Sk-uTj0m9ckHab5CnPv2jYkLmzNwwltrdAagdYMhG9iCKn4xZ2jkg-R5Ysr7ain5-HutSuOFz521BP4Q9cJK-0RTCJBoQA3a56krjLQDgZJPMnfVPK-9l_dVYlqx0weoC_LZg7M2DroP9iYMJZ1FpZ0ImVfLEFvS7TvDrFvzqC6j0k_nsDt3r1xb1Ke-xfrZDMVFoHvKS3SopxD25tiUjgXZfZpGqjZ0E-KvS23pqYTVGoC4aA_nLsPrL60VtC2GNaMUI3b20xlHjnPtMZyu8wH4n_gba-SspmxxBgpTfXNb6D4-13dUHbRrvyI_iZNfwFe9WvMm4MDx2dKYG5z77sbvz3LO1gPwiV3klb1C-JRjzh6f5-Rk8qWSvCo0YMbtB5Hzfa7ltIG30hhhyV8fF44mOzsvkFAPcWIK17BSCx2AdymE28gGWkgqpXvWI1v69Ijfp3baJ4TWKvmAdEM_lk6-mBhFMaYREZgEBcVM8qgZW-4Dwpg5D2pxA2hTHUOU3NPeD9G1_V-82W_cDmxaEPrgvDFCjPYGmqOZsitzfAjkoEOfuKVr5StFNgo9jtuGbGWLTryxKYmeurfZk_kz6nsuZx0lf82KeR2oTDhuazU0ELVNdSM7tUlENPVpyVeYFCfZkbgnHGhGn6uS9ksdqBv44mibFsdDv_cx9W-_g1Du4LlIZOI2N1n1WaFJTYRqYaqW2D2OzLuXUv1Rjn0F_yGCw&CLICK&reqid=OszOXv73fm&pos=37&redirect=https%3A%2F%2Ftiki.vn%2Fmay-chieu-vankyo-performance-v630-full-hd-1080p-hang-chinh-hang-p71081805.html%3Fspid%3D71587924%26src%3Dss-ads,2,4.5,-36%,Yes,Yes,No,No
37,USB 3.0 SanDisk Ultra Flair CZ73 - 32GB - Hàng Chính Hãng,116.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/6c/00/03/4335e6e6ea255969ae9863c204ecdad5.jpg,https://tiki.vn/usb-3-0-sandisk-ultra-flair-cz73-32gb-hang-chinh-hang-p502113.html?src=ss-organic,321,4.7,-73%,Yes,No,No,No
38,Màn Hình Samsung LS24R350FHEXXV 24inch FullHD 5ms 75Hz AMD FreeSync  - Hàng Chính Hãng,2.871.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/58/03/a1/54172996216b0eea1fc9eefc55e9c4a0.jpg,https://tiki.vn/man-hinh-samsung-ls24r350fhexxv-24inch-fullhd-5ms-75hz-amd-freesync-hang-chinh-hang-p35339655.html?src=ss-organic,29,4.7,-28%,Yes,Yes,No,No
39,Kích sóng wifi TP-Link Wifi không dây chạm đến mọi góc chết Chuẩn N 300Mbps TL-WA850RE - Kích sóng wifi chính hãng TPLink- Bộ kích sóng wifi TP Link Bo kich song wifi TPLink,259.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/e1/77/18/e9479d151709fd797364709547f656cd.jpg,https://tiki.vn/kich-song-wifi-tp-link-wifi-khong-day-cham-den-moi-goc-chet-chuan-n-300mbps-tl-wa850re-kich-song-wifi-chinh-hang-tplink-bo-kich-song-wifi-tp-link-bo-kich-song-wifi-tplink-p74559331.html?src=ss-organic,3,4.7,-35%,No,No,No,No
40,Máy In HP LaserJet Pro M404dn (W1A53A) - Hàng chính hãng,5.850.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tka.tiki.vn/pixel?data=djAwMVIOw2Mv0nSAd9VO5jBwOEmCjl_3t27qBDZLucDTJkDa9ohs8YGXcAp7Dl_PvZ45bR5_DsaqRqvk7FXX4Qrw8se5pXSvMmz4fVnBwWyInkgqtuTHl_xs1r114sZ1uQn_wnacAfEAXsmHJhW-MJEubTEh3TEcHB9KRRBUXKHN9lPzk0uomO1YCnuLCyuP_Ftufektx_hVtTMVP-i9glRByZY7iUxUCWNkohz5zjKwXn1xvSJmvvmICbFZT697y6EevkI-bo4uP9Db0slKRisNp82AFKhtlT6ZXAjP27HC9HVMp9omE3toejjjBGdVtSKTvW6h7St_jVzxXzk_Ze64ezByMCEjBLxqU3GH2CoE3fLJLtPHENyovpe6wD8Du6cuhgM8QR7a_3xyNz5UG75sAT0xZNRapOrPg-Jdj7nWCAI8rjJ_Z2JMVUksWW5X1CuQ1b0VRR2t9J07IZhagkD0X3FfW29uyntT_FSvQRhZbwp0m3BbwpJfVtS9xYYx2vK82L1iMG46hdkTNGAWgCZ2W4WysQaOvI4__2Jiu9BdfiXYQB9q5v40LkwYxepa5IaqrsSbIf5VXuW_0PyUyytYBxPqkkDfdppNhV1C6FfhgMASK9MCCHdyatfjPErwIwNQzsS2IPT3eOIUXjca8XeHzICgcsKUj7KDzd9Qvj_FmmKDKYc4OP0FTMiI3_8DoR8ID_hrop60o-vIAe2mAlIZKD_vuq8HIrWUR3LfIwQ6NasH2cSW2W1_J3rt09wFzMzZQj9bEsYtv9pM8UQV66wuVPZVtJWvxzVekVUnAiiHATKakQHnXFprQHyo2fBh8DZZwx50kv3gvCprHoSSUksi-T_xqH-v1GneZcv6HJ6tSXO5ZR4nEMPHWWJ43VgNZVdtFVReZ7hVB4Vl99makK5AmyuwR1U5inn4heBLzSNnWpLIzEiZq2fd2ZbpmNAU_Ui1clCbOlTf7-19tTWDhfd3_l12HAuFWKQhFJj1EZEpnfKa6f0gXFrBeGBjklre2Z5CnfBQqdRGAPqb6j5NRsE2mzZeSJJnnitvhSL8JqRRI2kw75ucYqQbWupB6iBNLfjdGL-_oKTKbgtxXdCivAmAn-UOW107q0AdWDXHq6wLyeGwLccvhxbD5bhwbZ45xtwvhvYK1PXaoLoInmKGLrfXG0wfvjlpZbzXwub0TVWjuKrkA2DBVQOIm1X2n9qx4BeNo5aVfkXPH7trRQmLRBoIcHFESOm3kCHp2UGZhz3JBiZnGhAI0hFOw7we5WzxLYUPNeTFLmPVP1uNdnzYvQ&CLICK&reqid=OszOXv73fm&pos=41&redirect=https%3A%2F%2Ftiki.vn%2Fmay-in-hp-laserjet-pro-m404dn-w1a53a-hang-chinh-hang-p44191069.html%3Fspid%3D50586428%26src%3Dss-ads,1,5.0,-22%,Yes,No,No,No
41,Màn Hình LG 29'' 21:9 UltraWide 29WN600-W Full HD (2560x1080) 5ms 75Hz HDR IPS AMD Maxx Audio (7Wx2) FreeSync - Hàng Chính Hãng,5.513.100 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/d1/67/51/8920cbd8c151f06ca63ecc567513883a.jpg,https://tiki.vn/man-hinh-lg-29-21-9-ultrawide-29wn600-w-full-hd-2560x1080-5ms-75hz-hdr-ips-amd-maxx-audio-7wx2-freesync-hang-chinh-hang-p57967681.html?src=ss-organic,49,4.5,-7%,Yes,No,Yes,No
42,Macbook Air 2017 MQD32 (13 inch) - Hàng Chính Hãng,17.490.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/24/1b/e9/0771b005d8b7d4547b2a5fc0012d4721.jpg,https://tiki.vn/macbook-air-2017-mqd32-13-inch-hang-chinh-hang-p721995.html?src=ss-organic,87,4.6,-29%,Yes,No,Yes,No
43,Chuột Không Dây Logitech M585 Multi Device - Hàng Chính Hãng,489.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/1/_/1.u5552.d20170918.t084544.789426.jpg,https://tiki.vn/chuot-khong-day-logitech-m585-multi-device-hang-chinh-hang-p916764.html?src=ss-organic,293,4.5,-17%,Yes,No,No,No
44,Máy scan Plustek OpticSlim 2680H hàng chính hãng,1.750.000 ₫,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,https://tka.tiki.vn/pixel?data=djAwMay6SPzXywhn6KZgquVrvNRa-0VmqSGIVl2UMYY5x39fnSMvroogA_Kx1B2gUQ8v-piXWw8cHf6mcPJ5sQD4V-ZCpAepuv0SpmIrYM1e0Q1uEef5_BRbI0SFEKaZLhib3XG0-5BEHjRiVfp0edPgNTcdqEOK9zysVhqR4irIVakzci8UsM258iAynJjcuMnTjqo_clVbKse3BXBiFxGmCiCCueTQ8izSTZ1-BuOdaN1YVyW1iltzW4Oy1po9jk6xQN_iWiGvWbR05tQoClUeHA5IwhxmfoPWb1A3H7e7fjBWnRRN1B4mE86oTFgaR-KeNxHPZSOj9CYkCmN_SMKtmHb9qpVSSzVdx5dhqVvF6DxWX1ITbFdopQGUDdGgZ5V6YLm0x0mzLLRemwGxbOf_BZqEO6r-rYblDm4NV0VpjN6_2ohcLgPu5S7BLWfpeMmOXzPbTcLuHZY5yNFQ2-CWQEGpaQYa9Xx-zoPEm8Svn41kYveySDfFciNTnCKFNnydDj1v6NX_EuIwzoxKoeQBKLdM4nEPX04z9XUtWs7hCRyItcU6uuU9XwwcR3fqEW0DveVilYorXknUkVLXtdBdofmMPcNPUgtzPL6m8GgQ9vVgTtLsr_rT_LAxT3_hehrEwmcK_JWPe7p3pY881pHu00jx0un3jWEFaWKZ9WTbpxRCPwVSGUGCMB2I4tnPKq-_rK8YSfUZAWoiPA_rriatoT1JpUb4IuW5Rp2rz5mkzfNfZ1xAoNeYNU2ivwoD4DfnxnxW6TvzXsgnkfJom8CZU36Z-738_kPO6ebuOT55MIDmtrRciIV9i3u0eCRL4xJNNJOJ8yj1zrNf-8iMXhuHBEghfthVP5zeAFVAc18LrwDXfwWQYaNhvuVr895UGcIxPWrQbI0qo1N4PeBxoTcvvhT1NouDj6z67dUt1qCYZnIe2nJIYLdDmOHwyOWx89An3v8tbEGw8tHDG6yyut9MnzJpuBwrRlmaoqUSUBnyv2rabm2lLkrcsx0M3e2jyOD1QMekoa8iuiZARyPjgym8wH_A9Eo48NriWklGpNddrc_svuaniLbKa3cW9WQWLh-POv4L35tdrNA_WGA9Skxf6KSoMM7NnKqthrGV_RI1a-ZP75TQVQ9ClNNjNStVjqzMIBkyd6ioUzOEU6_kblvbu3TVKUuBOqGy0VTbnwFTJ__8w0AZjBswCnCbREH7Fsa8UIqwxXbpzUhFYhbYD7XQaAbsh0m9zIGgxDurRJj9REF1BzpGZQ5wugi4QVvQwE_TZ6O-wQ&CLICK&reqid=OszOXv73fm&pos=45&redirect=https%3A%2F%2Ftiki.vn%2Fmay-scan-plustek-opticslim-2680h-hang-chinh-hang-p26071112.html%3Fspid%3D33348257%26src%3Dss-ads,1,4.0,-20%,Yes,No,No,No
45,Máy Tính Xách Tay Huawei Matebook D14 R5 (8GB+512GB) | Hệ điều hành Windows 10 | Màn hình HUAWEI Fullview 14-inch | Phím Nguồn Kết Hợp Bảo Mật Vân Tay | Hàng Phân Phối Chính Hãng,15.990.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/f3/9d/82/f1e1812c1d0034e2a5b7fa3be24a811c.jpg,https://tiki.vn/laptop-huawei-matebook-d14-r5-8gb-512gb-hang-phan-phoi-chinh-hang-p75621718.html?src=ss-organic,5,4.8,No,Yes,No,Yes,No
46,Máy in laser đen trắng HP 107A (4ZB77A) - Hàng Chính Hãng,1.899.000 ₫,https://salt.tikicdn.com/cache/280x280/ts/product/34/ee/12/662fe9998b9603892d60f6f731a5bb34.jpg,https://tiki.vn/may-in-laser-den-trang-hp-107a-4zb77a-hang-chinh-hang-p60050735.html?src=ss-organic,5,4.5,-31%,Yes,Yes,No,No
47,Ổ Cứng Di Động WD Elements 1TB 2.5 USB 3.0 - WDBUZG0010BBK - Hàng Chính Hãng,1.549.000 ₫,https://salt.tikicdn.com/cache/280x280/media/catalog/product/w/d/wd elements 1tb - 2.5 usb 3.0_1.u579.d20160808.t172730.328870.jpg,https://tiki.vn/o-cung-di-dong-wd-elements-1tb-2-5-usb-3-0-wdbuzg0010bbk-hang-chinh-hang-p356387.html?src=ss-organic,475,4.6,-3%,Yes,No,No,Yes
